site_path,site_id,list_display_name,list_name,list_id,list_web_url,field_display_name,field_internal_name_graph,field_internal_name_for_create,field_id,type,required,hidden,read_only,indexed,unique,default_value,description,choices,choice_allow_text_entry,choice_display_as,text_max_length,number_minimum,number_maximum,number_decimal_places,date_time_display_as,date_time_format,lookup_list_id,lookup_column_name,lookup_allow_multiple,person_allow_multiple,person_choose_from_type,person_display_as,calculated_formula,calculated_output_type
/sites/ConectaDEV,"metromalaga.sharepoint.com,26c2952e-cdd2-486f-aef3-b4feac1dd2b8,96adc88b-6e6f-4778-8583-2fcae8591186",Agradecimientos,Agradecimientos,af8e68ea-ba87-4098-8749-720e267d3160,https://metromalaga.sharepoint.com/sites/ConectaDEV/Lists/Agradecimientos,Número,Numero,Numero,91b0007e-8c45-45be-a92c-3c5965078446,text,False,False,False,False,False,,,,,,255.0,,,,,,,,,,,,,
/sites/ConectaDEV,"metromalaga.sharepoint.com,26c2952e-cdd2-486f-aef3-b4feac1dd2b8,96adc88b-6e6f-4778-8583-2fcae8591186",Agradecimientos,Agradecimientos,af8e68ea-ba87-4098-8749-720e267d3160,https://metromalaga.sharepoint.com/sites/ConectaDEV/Lists/Agradecimientos,Piso,Piso,Piso,6ac840cd-2157-430e-b42d-d1b36c063e10,text,False,False,False,False,False,,,,,,255.0,,,,,,,,,,,,,
/sites/ConectaDEV,"metromalaga.sharepoint.com,26c2952e-cdd2-486f-aef3-b4feac1dd2b8,96adc88b-6e6f-4778-8583-2fcae8591186",Agradecimientos,Agradecimientos,af8e68ea-ba87-4098-8749-720e267d3160,https://metromalaga.sharepoint.com/sites/ConectaDEV/Lists/Agradecimientos,Provincia,Provincia,Provincia,5585d907-2320-4970-b940-ec517fc4c080,text,False,False,False,False,False,,,,,,255.0,,,,,,,,,,,,,
/sites/ConectaDEV,"metromalaga.sharepoint.com,26c2952e-cdd2-486f-aef3-b4feac1dd2b8,96adc88b-6e6f-4778-8583-2fcae8591186",Agradecimientos,Agradecimientos,af8e68ea-ba87-4098-8749-720e267d3160,https://metromalaga.sharepoint.com/sites/ConectaDEV/Lists/Agradecimientos,Puerta,Puerta,Puerta,26ac12f9-f19d-4a3c-8331-68ed372a23ee,text,False,False,False,False,False,,,,,,255.0,,,,,,,,,,,,,
/sites/ConectaDEV,"metromalaga.sharepoint.com,26c2952e-cdd2-486f-aef3-b4feac1dd2b8,96adc88b-6e6f-4778-8583-2fcae8591186",Agradecimientos,Agradecimientos,af8e68ea-ba87-4098-8749-720e267d3160,https://metromalaga.sharepoint.com/sites/ConectaDEV/Lists/Agradecimientos,Teléfono,Telefono,Telefono,b68962d0-faad-4452-b613-2ebbe2de6190,text,False,False,False,False,False,,,,,,255.0,,,,,,,,,,,,,
/sites/ConectaDEV,"metromalaga.sharepoint.com,26c2952e-cdd2-486f-aef3-b4feac1dd2b8,96adc88b-6e6f-4778-8583-2fcae8591186",Agradecimientos,Agradecimientos,af8e68ea-ba87-4098-8749-720e267d3160,https://metromalaga.sharepoint.com/sites/ConectaDEV/Lists/Agradecimientos,Tipo de contenido,ContentType,ContentType,c042a256-787d-4a6f-8a8a-cf6ab767f12d,unknown,False,False,False,False,False,,,,,,,,,,,,,,,,,,,
/sites/ConectaDEV,"metromalaga.sharepoint.com,26c2952e-cdd2-486f-aef3-b4feac1dd2b8,96adc88b-6e6f-4778-8583-2fcae8591186",Agradecimientos,Agradecimientos,af8e68ea-ba87-4098-8749-720e267d3160,https://metromalaga.sharepoint.com/sites/ConectaDEV/Lists/Agradecimientos,Tipo de documento,TipoDeDocumento,TipoDeDocumento,07858aa0-efdb-4c20-9651-9be11a4f7b97,choice,False,False,False,False,False,,,NIF|PAS|NIE,False,dropDownMenu,,,,,,,,,,,,,,
/sites/ConectaDEV,"metromalaga.sharepoint.com,26c2952e-cdd2-486f-aef3-b4feac1dd2b8,96adc88b-6e6f-4778-8583-2fcae8591186",Agradecimientos,Agradecimientos,af8e68ea-ba87-4098-8749-720e267d3160,https://metromalaga.sharepoint.com/sites/ConectaDEV/Lists/Agradecimientos,Tren,Tren,Tren,31e6c510-79a7-413f-90e7-3f3af2c8bfe5,choice,False,False,False,False,False,,,No sé qué tren es|UT-3010|UT-3020|UT-3030|UT-3040|UT-3050|UT-3060|UT-3070|UT-3080|UT-3090|UT-3100|UT-3110|UT-3120|UT-3130|UT-3140|UT-4150|UT-4160|UT-4170|UT-4180|UT-4190|UT-4200|UT-4210,False,dropDownMenu,,,,,,,,,,,,,,
/sites/ConectaDEV,"metromalaga.sharepoint.com,26c2952e-cdd2-486f-aef3-b4feac1dd2b8,96adc88b-6e6f-4778-8583-2fcae8591186",Agradecimientos,Agradecimientos,af8e68ea-ba87-4098-8749-720e267d3160,https://metromalaga.sharepoint.com/sites/ConectaDEV/Lists/Agradecimientos,Aplicación creada por,AppAuthor,AppAuthor,6bfaba20-36bf-44b5-a1b2-eb6346d49716,lookup,False,False,True,False,False,,,,,,,,,,,,AppPrincipals,Title,False,,,,,
/sites/ConectaDEV,"metromalaga.sharepoint.com,26c2952e-cdd2-486f-aef3-b4feac1dd2b8,96adc88b-6e6f-4778-8583-2fcae8591186",Agradecimientos,Agradecimientos,af8e68ea-ba87-4098-8749-720e267d3160,https://metromalaga.sharepoint.com/sites/ConectaDEV/Lists/Agradecimientos,Aplicación modificada por,AppEditor,AppEditor,e08400f3-c779-4ed2-a18c-ab7f34caa318,lookup,False,False,True,False,False,,,,,,,,,,,,AppPrincipals,Title,False,,,,,
/sites/ConectaDEV,"metromalaga.sharepoint.com,26c2952e-cdd2-486f-aef3-b4feac1dd2b8,96adc88b-6e6f-4778-8583-2fcae8591186",Agradecimientos,Agradecimientos,af8e68ea-ba87-4098-8749-720e267d3160,https://metromalaga.sharepoint.com/sites/ConectaDEV/Lists/Agradecimientos,Configuración de la etiqueta,_ComplianceFlags,_ComplianceFlags,ccc1037f-f65e-434a-868e-8c98af31fe29,lookup,False,False,True,False,False,,,,,,,,,,,,,ComplianceFlags,False,,,,,
/sites/ConectaDEV,"metromalaga.sharepoint.com,26c2952e-cdd2-486f-aef3-b4feac1dd2b8,96adc88b-6e6f-4778-8583-2fcae8591186",Agradecimientos,Agradecimientos,af8e68ea-ba87-4098-8749-720e267d3160,https://metromalaga.sharepoint.com/sites/ConectaDEV/Lists/Agradecimientos,Creado,Created,Created,8c06beca-0777-48f7-91c7-6da68bc07b69,dateTime,False,False,True,False,False,,,,,,,,,,default,dateTime,,,,,,,,
